commune,vote_yes,vote_no,turnout_perc,canton,canton_name,bfsnr,n_taxed,mean_income,median_income,gini-coeff,percent_yes
Auswil,69,112,46.06,BE,Bern / Berne,322,293,34549.1167694137,33380.9523809524,0.363012184860021,0.38121546961326
Cheyres,196,318,55.99,FR,Fribourg / Freiburg,2010,843,49657.706351051,40400,0.432659205892879,0.381322957198444
Gruyères,254,412,52.49,FR,Fribourg / Freiburg,2135,1272,40690.6743316986,38406.5934065934,0.412427141050504,0.381381381381381
Böckten,116,188,54,BL,Basel-Landschaft,2842,462,55667.2671902181,45966.6666666667,0.418790619839149,0.381578947368421
Buckten,108,175,57.1,BL,Basel-Landschaft,2843,385,47020.5009603318,44000,0.338564533107251,0.381625441696113
Lucens,252,408,44.55,VD,Vaud,5675,1764,38089.0812765376,35585.7142857143,0.389027926974869,0.381818181818182
Olten,2083,3371,49.4,SO,Solothurn,2581,11692,46775.764874621,43000,0.40019476473298,0.381921525485882
Ostermundigen,1808,2923,46.9,BE,Bern / Berne,363,10419,42096.9107734935,41200,0.383595011870779,0.382160219826675
Guttannen,39,63,44.4,BE,Bern / Berne,782,171,38878.2715335347,39222.2222222222,0.334456102216752,0.382352941176471
Lax,39,63,58.16,VS,Valais / Wallis,6061,313,20283.1123113072,5700,0.589002434884252,0.382352941176471
Rennaz,78,126,49.76,VD,Vaud,5412,442,42807.2821656085,40022.2222222222,0.341087339866494,0.382352941176471
Roche (VD),143,231,48.58,VD,Vaud,5413,777,40178.7086602563,38300,0.34161335915615,0.382352941176471
Ayent,631,1019,61.87,VS,Valais / Wallis,6082,3409,29123.2134069413,24266.6666666667,0.543467803183062,0.382424242424242
Hasle bei Burgdorf,381,615,39.55,BE,Bern / Berne,406,2030,37640.506430416,35976.1904761905,0.360169286995986,0.382530120481928
Wengi,88,142,53.85,BE,Bern / Berne,394,350,43427.9570948406,38961.1111111111,0.383706119128431,0.382608695652174
Domdidier,368,593,55.78,FR,Fribourg / Freiburg,2013,1602,42843.8585741185,41126.9230769231,0.352854737772337,0.382934443288241
St. Ursen,193,311,51.32,FR,Fribourg / Freiburg,2304,833,39646.3548812565,38466.6666666667,0.372459725293429,0.382936507936508
Maschwanden,95,153,54.27,ZH,Zürich,8,409,48509.5645049818,44666.6666666667,0.401787968951367,0.383064516129032
Vernate,77,124,54.11,TI,Ticino,5230,390,56579.0769480682,43169.0476190476,0.505831331001463,0.383084577114428
Saxon,573,921,56.59,VS,Valais / Wallis,6141,3174,34088.5344584752,33209.4298245614,0.409087584464409,0.383534136546185
Lignerolle,61,98,62.26,VD,Vaud,5755,226,42245.4766902223,38700,0.376733700860628,0.383647798742138
Aeschi bei Spiez,337,541,52.59,BE,Bern / Berne,562,1395,37250.4686367731,35900,0.391752956110421,0.383826879271071
Nuglar-St. Pantaleon,248,398,58.3,SO,Solothurn,2478,906,49171.1916737964,47250,0.382441219081263,0.38390092879257
Wünnewil-Flamatt,680,1091,49.07,FR,Fribourg / Freiburg,2309,3240,42468.7433538022,40655.5555555556,0.353535569500054,0.383963862224732
Niederhünigen,96,154,53.03,BE,Bern / Berne,617,373,39752.9667061168,37500,0.379085996893788,0.384
Lengnau (BE),578,927,48.1,BE,Bern / Berne,387,2970,40511.3694116363,38266.6666666667,0.386825673721706,0.384053156146179
Obergerlafingen,174,279,53.4,SO,Solothurn,2528,691,48685.1139504264,45900,0.337174194760609,0.384105960264901
Heiligenschwendi,108,173,56.2,BE,Bern / Berne,927,435,37452.7045995724,36000,0.383447252159558,0.384341637010676
Diegten,226,362,50.9,BL,Basel-Landschaft,2884,910,48092.3326649252,46840.7407407407,0.324948431994076,0.384353741496599
Le Glèbe,208,333,67.69,FR,Fribourg / Freiburg,2223,658,41272.4172250988,40200,0.369547339719681,0.384473197781885
Collonges,100,160,57.24,VS,Valais / Wallis,6211,447,37265.684757219,37500,0.350868492253017,0.384615384615385
Neggio,60,96,58.15,TI,Ticino,5206,217,49422.2417690645,36733.3333333333,0.528050034633308,0.384615384615385
Riemenstalden,10,16,46.6,SZ,Schwyz,1369,47,26952.8882865921,26160,0.313578828527711,0.384615384615385
Presinge,87,139,57.9,GE,Genève,6635,404,73795.4255664505,40295.2380952381,0.680971709057458,0.384955752212389
Zeglingen,77,123,57.7,BL,Basel-Landschaft,2868,268,45402.0954656142,42366.6666666667,0.357711972926997,0.385
Stalden (VS),201,321,60.14,VS,Valais / Wallis,6293,738,35863.6891061706,36857.1428571429,0.37801388572908,0.385057471264368
Mötschwil und Rüti bei Lyssach,47,75,50.62,BE,Bern / Berne,NA,186,39832.6247297674,39308.3333333334,0.34441635178735,0.385245901639344
Visperterminen,244,389,58.65,VS,Valais / Wallis,6298,893,38793.9961173164,39466.6666666667,0.394588807953123,0.385466034755134
Brünisried,103,164,52.73,FR,Fribourg / Freiburg,2292,409,40761.0978761345,40100,0.319839718290273,0.385767790262172
Niederried bei Interlaken,49,78,51.95,BE,Bern / Berne,588,263,33920.6142962797,33047.619047619,0.407061117187698,0.385826771653543
Orny,49,78,55.84,VD,Vaud,5493,217,43160.5860665193,39769.2307692308,0.389352734128907,0.385826771653543
Agiez,44,70,58.13,VD,Vaud,5742,174,47514.6174177708,45800,0.377369213010737,0.385964912280702
Auboranges,44,70,64.44,FR,Fribourg / Freiburg,2061,157,65512.3928195878,44142.8571428571,0.510398376509649,0.385964912280702
Oltingen,68,108,49.4,BL,Basel-Landschaft,2855,273,39645.162711051,37800,0.331785257166121,0.386363636363636
Roches (BE),51,81,80.24,BE,Bern / Berne,704,145,35798.7434213296,34800,0.402137524698017,0.386363636363636
Marly,1007,1599,55.16,FR,Fribourg / Freiburg,2206,4642,44430.2986970883,39900,0.428231176899767,0.386415963161934
Bargen (BE),148,235,50.85,BE,Bern / Berne,302,601,41801.3407516188,39700,0.359413545958548,0.386422976501305
Nyon,2007,3186,55.63,VD,Vaud,5724,11376,58434.6503391068,45800,0.47154864203193,0.386481802426343
Plan-les-Ouates,1276,2023,59.1,GE,Genève,6633,5529,60989.8287271164,49692.3076923077,0.499191101811968,0.386783873901182
La Sarraz,282,447,53.25,VD,Vaud,5498,1414,46054.1184356634,43450,0.373629392481444,0.386831275720165
Brusio,147,233,42.23,GR,Graubünden / Grigioni / Grisch,3551,779,32820.3006539175,30238.0952380952,0.390400548813152,0.386842105263158
Dittingen,118,187,54,BL,Basel-Landschaft,2784,448,45402.8880904518,44300,0.324706348929239,0.386885245901639
Grandfontaine,65,103,60.34,JU,Jura,6792,234,35123.3970685809,31066.6666666667,0.386261784669305,0.386904761904762
Täsch,77,122,42.8,VS,Valais / Wallis,6295,838,26858.3690490761,27023.8095238095,0.494329317079181,0.386934673366834
Walterswil (BE),72,114,42.37,BE,Bern / Berne,959,317,33462.9295666362,32700,0.361884385075324,0.387096774193548
Hauterive (FR),319,505,54.52,FR,Fribourg / Freiburg,2233,1275,45600.4483584107,44200,0.355406729029039,0.387135922330097
Schaffhausen,5492,8691,65.3,SH,Schaffhausen,2939,22340,46816.1856760629,42200,0.385571758213591,0.387224141577945
Juriens,55,87,64.47,VD,Vaud,5754,202,46232.2063590107,39800,0.404502453211048,0.387323943661972
Freimettigen,74,117,55.49,BE,Bern / Berne,607,257,41831.1019179696,39600,0.398259328737718,0.387434554973822
Etziken,124,196,52.3,SO,Solothurn,2518,489,45607.2519945583,43800,0.335381617997928,0.3875
Buchs (SG),1235,1951,49.2,SG,St. Gallen,3271,7601,44254.4982602251,40600,0.369028118523256,0.387633396107972
Mont-Noble,183,289,63.88,VS,Valais / Wallis,6090,891,32040.9375240191,27291.6666666667,0.511992033787426,0.38771186440678
Gelterkinden,781,1233,52,BL,Basel-Landschaft,2846,3549,46902.2977492398,45000,0.3426831539759,0.387785501489573
Vechigen,861,1359,58.89,BE,Bern / Berne,359,3040,49220.1075926293,45883.3333333333,0.392806410044675,0.387837837837838
