commune,vote_yes,vote_no,turnout_perc,canton,canton_name,bfsnr,n_taxed,mean_income,median_income,gini-coeff,percent_yes
Bremgarten (AG),751,1709,50.705,AG,Aargau,4063,4689,50467.4352072636,45277.7777777778,0.374162072001666,0.305284552845528
Gonten,153,348,46.2,AI,Appenzell Innerrhoden,3102,850,44431.6199111346,38700,0.391594146816087,0.305389221556886
Fahrwangen,168,382,44.74,AG,Aargau,4196,1141,44370.6712944115,41562.5,0.345862989665813,0.305454545454545
Mönchaltorf,438,995,60.04,ZH,Zürich,196,2029,52049.6784383324,47600,0.375560876990301,0.305652477320307
Däniken,313,711,53.5,SO,Solothurn,2572,1775,47676.012218076,45700,0.346644904404543,0.3056640625
Bottens,137,311,55.37,VD,Vaud,5514,691,53035.8861991336,49333.3333333333,0.383139446924238,0.305803571428571
Yvorne,126,286,57.58,VD,Vaud,5415,625,49403.6906561275,44000,0.375131378424902,0.305825242718447
Dübendorf,2220,5039,50.57,ZH,Zürich,191,15629,53732.4968456496,47400,0.386855483866883,0.30582724893236
Sutz-Lattrigen,167,379,54.14,BE,Bern / Berne,750,877,46823.537085668,42571.4285714286,0.393879233836936,0.305860805860806
Cuarny,26,59,59.46,VD,Vaud,5911,128,49772.6021157662,43572.2222222222,0.357486805123282,0.305882352941176
Lütisburg,156,354,51.52,SG,St. Gallen,3393,806,40342.6513293238,36400,0.369469844085171,0.305882352941176
Champagne,108,245,57.88,VD,Vaud,5553,565,49638.5329535737,45388.8888888889,0.363941904635728,0.305949008498584
Zofingen,1254,2844,53.57,AG,Aargau,4289,7294,51312.3251386071,46900,0.352025671954368,0.306002928257687
Eglisau,561,1272,61.47,ZH,Zürich,55,2738,55401.9578732506,50800,0.384810765168353,0.306055646481178
Churwalden,203,460,49.24,GR,Graubünden / Grigioni / Grisch,3911,1408,37714.6360928247,35350,0.419483470404076,0.306184012066365
Hauteville,64,145,53.13,FR,Fribourg / Freiburg,2137,351,45331.6849755821,41714.2857142857,0.399743707077473,0.30622009569378
Grimisuat,404,915,66.75,VS,Valais / Wallis,6263,1873,43748.3000777111,38000,0.47217200047648,0.306292645943897
Willadingen,34,77,64.94,BE,Bern / Berne,423,128,41902.7762385184,41400,0.341452828932021,0.306306306306306
Weiach,121,274,52.83,ZH,Zürich,102,684,48554.2020263146,48000,0.355349558091477,0.306329113924051
Brot-Plamboz,38,86,68,NE,Neuchâtel,6433,135,45186.6837380726,38200,0.395394402546593,0.306451612903226
Arzier-Le Muids,236,534,58.18,VD,Vaud,5702,1467,59293.8265037873,44200,0.540611129147485,0.306493506493506
Laupersdorf,221,500,58.8,SO,Solothurn,2426,990,41791.2689375621,41050,0.324177336060599,0.306518723994452
Schmerikon,338,764,50.83,SG,St. Gallen,3338,2052,47710.44837458,42700,0.380510143141813,0.306715063520871
Holderbank (SO),73,165,51.5,SO,Solothurn,2425,389,41327.1860815563,37900,0.366622535093839,0.30672268907563
Untervaz,236,533,45.86,GR,Graubünden / Grigioni / Grisch,3946,1373,45906.8567648737,44400,0.334762487492159,0.306892067620286
Pregny-Chambésy,244,551,57.6,GE,Genève,6634,1586,90704.1987986154,47732.1428571429,0.672475057176285,0.306918238993711
Schwerzenbach,519,1172,54.96,ZH,Zürich,197,3059,56530.6847204893,50500,0.390555826758595,0.306918982850384
Oberwil bei Büren,97,219,50.8,BE,Bern / Berne,391,464,42750.6582808009,40707.1428571429,0.327512851078427,0.306962025316456
Altnau,214,483,50.8,TG,Thurgau,4641,1235,48806.5937975024,43846.1538461538,0.394355285336598,0.307030129124821
Wangen bei Olten,514,1160,51.5,SO,Solothurn,2586,3090,46061.4100433891,44400,0.375904305057374,0.307048984468339
Zuoz,113,255,54.34,GR,Graubünden / Grigioni / Grisch,3791,896,40198.4516304432,31012.5,0.474374238561135,0.307065217391304
Wölflinswil,121,273,56.17,AG,Aargau,4182,550,44857.3340984286,43500,0.329861977891177,0.307106598984772
Embrach,903,2037,55.49,ZH,Zürich,56,5198,49136.2925825405,45500,0.370814687984423,0.307142857142857
Weesen,188,424,55.74,SG,St. Gallen,3316,954,48177.1975602564,41112.5,0.400701697511535,0.30718954248366
Varen,87,196,58.4,VS,Valais / Wallis,6116,440,33172.9076643386,33366.6666666667,0.406959489072614,0.307420494699647
Münchwilen (AG),99,223,55.2,AG,Aargau,4172,534,49849.0870500702,46550,0.330288328456842,0.307453416149068
Röschenz,238,536,56.6,BL,Basel-Landschaft,2791,1075,50948.3045963511,47666.6666666667,0.346050344644981,0.30749354005168
Amsoldingen,127,286,66.77,BE,Bern / Berne,921,499,42597.4285873334,39952.380952381,0.413883110020331,0.307506053268765
Bretzwil,84,189,49.1,BL,Basel-Landschaft,2883,428,43433.6543631966,41577.7777777778,0.331670736267868,0.307692307692308
Eschenz,184,414,52,TG,Thurgau,4806,1017,43477.4328163398,40066.6666666667,0.365602712569867,0.307692307692308
Pont-la-Ville,64,144,54.1,FR,Fribourg / Freiburg,2147,333,47929.9261024407,41800,0.39863880919039,0.307692307692308
Prangins,401,902,60.28,VD,Vaud,5725,2221,75460.3095533998,52333.3333333333,0.542132770924946,0.30775134305449
Randogne,273,614,59.17,VS,Valais / Wallis,6244,3482,29779.335959362,8700,0.662344609032305,0.307779030439684
Tägerwilen,331,744,50,TG,Thurgau,4696,2516,47222.9623865072,42200,0.404605625097378,0.307906976744186
Kölliken,440,989,50.49,AG,Aargau,4276,2492,47229.7248533251,44238.8888888889,0.330591818584926,0.307907627711687
Grandvillard,89,200,57.06,FR,Fribourg / Freiburg,2134,454,41032.1770630358,38566.6666666667,0.365137648359953,0.307958477508651
Dietlikon,773,1737,56.1,ZH,Zürich,54,4309,55304.9922752587,48700,0.384591902590455,0.30796812749004
Seegräben,171,384,63.44,ZH,Zürich,119,784,52590.7360732926,46872.2222222222,0.403242871239761,0.308108108108108
Perroy,136,305,59.74,VD,Vaud,5860,765,68355.6301575961,51500,0.475770668930788,0.308390022675737
Därstetten,95,213,47.4,BE,Bern / Berne,761,528,33510.2216360029,31400,0.373659605112939,0.308441558441558
Poliez-Pittet,87,195,56.21,VD,Vaud,5533,434,49901.6829677832,46073.8095238095,0.342577353051791,0.308510638297872
Liddes,112,251,68.72,VS,Valais / Wallis,6033,507,31875.54792002,30400,0.407549354786854,0.308539944903581
Güttingen,183,410,60.8,TG,Thurgau,4656,894,45591.179042812,40400,0.378625576242378,0.308600337268128
Luthern,142,318,47.64,LU,Luzern,1135,734,33386.5458894365,31544.4444444444,0.323739161930233,0.308695652173913
Baden,1955,4377,56.25,AG,Aargau,4021,11770,57179.8916709859,50800,0.38432438119521,0.308749210360076
Studen (BE),294,658,45.64,BE,Bern / Berne,749,1910,45666.7020767293,43316.6666666667,0.357460742964146,0.308823529411765
Eriz,59,132,46.15,BE,Bern / Berne,924,313,30969.4178460405,29600,0.347609148497457,0.308900523560209
Saint-Oyens,38,85,58.77,VD,Vaud,5436,182,49259.6429745468,43900,0.382720394186459,0.308943089430894
Rhäzüns,123,275,46.09,GR,Graubünden / Grigioni / Grisch,3723,729,42410.2722687364,41866.6666666667,0.341059473342487,0.309045226130653
Rekingen (AG),85,190,49.47,AG,Aargau,4315,539,41317.4886002601,40400,0.320041400588051,0.309090909090909
Benken (SG),298,666,50.37,SG,St. Gallen,3312,1522,43426.7827118744,38751.282051282,0.364365017379738,0.309128630705394
Thusis,230,514,43.98,GR,Graubünden / Grigioni / Grisch,3668,1658,41350.7187582679,39850,0.369082969202684,0.309139784946237
Gottlieben,30,67,65.6,TG,Thurgau,4651,192,56608.4762980836,49133.3333333333,0.43831769362275,0.309278350515464
Reinach (BL),2160,4819,55.2,BL,Basel-Landschaft,2773,11599,55427.736008749,49750,0.385751904704759,0.309499928356498
Bühl,52,116,51.2,BE,Bern / Berne,734,270,46798.3602356239,42866.6666666667,0.379346794881546,0.30952380952381
Wegenstetten,118,263,49.55,AG,Aargau,4262,589,47365.6363925609,42700,0.350547633296145,0.309711286089239
Paudex,149,332,60.02,VD,Vaud,5588,872,79674.9940256821,46750,0.594546746344546,0.30977130977131
Tannay,150,334,63.93,VD,Vaud,5729,824,82745.6172989714,54984.6153846154,0.563164494022506,0.309917355371901
Alchenstorf,71,158,50.66,BE,Bern / Berne,402,358,40973.5953370032,39353.8461538462,0.353490030638907,0.310043668122271
Herbetswil,71,158,53.5,SO,Solothurn,2424,340,38547.0166122004,38116.6666666667,0.344628086859369,0.310043668122271
Erlen,289,643,46.8,TG,Thurgau,4476,1935,42175.7228590753,39625,0.342005387084119,0.310085836909871
Coinsins,49,109,62.6,VD,Vaud,5710,236,69248.0965435554,54000,0.456116627285154,0.310126582278481
Vétroz,593,1319,63.25,VS,Valais / Wallis,6025,3232,39152.8521146091,37500,0.415514487027946,0.310146443514644
Selzach,353,785,50.1,SO,Solothurn,2556,1987,46727.2359594108,43714.2857142857,0.364435409952924,0.310193321616872
Matzendorf,179,398,57.1,SO,Solothurn,2427,789,40521.6989032112,39400,0.332957010605537,0.310225303292894
Collex-Bossy,166,369,62.7,GE,Genève,6615,837,64180.8553010787,53952.380952381,0.485814643800083,0.310280373831776
Sissach,727,1616,53.7,BL,Basel-Landschaft,2861,3996,52966.0442435175,47452.9914529915,0.38299231332913,0.310285958173282
Botterens,63,140,59.37,FR,Fribourg / Freiburg,2123,284,42628.0266233403,39611.9047619048,0.354481984383399,0.310344827586207
Ferlens (VD),45,100,59.68,VD,Vaud,5789,203,45132.9066685626,42300,0.38396130230707,0.310344827586207
Dörflingen,142,315,74,SH,Schaffhausen,2915,556,51462.5320328854,46188.8888888889,0.37707231034528,0.310722100656455
Mollens (VS),106,235,62.72,VS,Valais / Wallis,6242,878,27783.305866262,17837.5,0.559816834927837,0.310850439882698
Schmiedrued,125,277,46.96,AG,Aargau,4143,680,40018.5938276263,38938.0952380952,0.32361969151151,0.310945273631841
Flawil,916,2029,49.82,SG,St. Gallen,3402,5896,42671.3748205549,40000,0.350610821918117,0.311035653650255
Neuendorf,256,567,56.6,SO,Solothurn,2404,1193,45804.9846345541,44761.9047619048,0.352000472081812,0.311057108140948
Pailly,56,124,55.18,VD,Vaud,5530,277,48409.2587643319,43300,0.375937210635159,0.311111111111111
Savièse,970,2147,63.69,VS,Valais / Wallis,6265,4734,41615.0848208633,39480.7692307692,0.432961990993681,0.311196663458454
Elsau,438,969,60.58,ZH,Zürich,219,1974,51250.6197049444,45638.8888888889,0.395684950594136,0.311300639658849
Ufhusen,132,292,68.61,LU,Luzern,1145,488,36617.4600539368,35283.3333333333,0.320783888370403,0.311320754716981
Kaltbrunn,426,942,47.29,SG,St. Gallen,3313,2631,43195.2115858356,40733.3333333333,0.33349790998159,0.31140350877193
Walliswil bei Wangen,76,168,50.41,BE,Bern / Berne,991,384,40360.1859006156,40000,0.358422420940479,0.311475409836066
Langenthal,1491,3295,46.89,BE,Bern / Berne,329,9814,41692.4563671464,39200,0.39875213695917,0.3115336397827
Nendaz,772,1706,58.21,VS,Valais / Wallis,6024,5949,28171.6338786455,18100,0.580704932202678,0.311541565778854
Frutigen,887,1959,56.52,BE,Bern / Berne,563,4114,36534.4882255361,34400,0.374459076305354,0.311665495432186
Morschach,125,276,56.2,SZ,Schwyz,1366,648,44463.9211101676,37666.6666666667,0.421362600594092,0.311720698254364
Buchegg,338,746,54.31,SO,Solothurn,2465,1556,48113.2046665902,44200,0.368041897328924,0.311808118081181
Echarlens,87,192,56.22,FR,Fribourg / Freiburg,2131,431,46764.5179916306,44416.6666666667,0.376553434663617,0.311827956989247
Wimmis,300,662,52.17,BE,Bern / Berne,769,1527,38362.7849697245,38000,0.343564767833178,0.311850311850312
Golaten,39,86,52.67,BE,Bern / Berne,664,192,44150.8396768162,41300,0.350024752752363,0.312
Oberhofen am Thunersee,356,784,62.29,BE,Bern / Berne,934,1565,53002.2101138248,45000,0.442508220392809,0.312280701754386
Belmont-sur-Lausanne,388,854,63.25,VD,Vaud,5581,1970,66654.2341742499,55000,0.453117317415194,0.312399355877617
Sursee,1091,2401,55.35,LU,Luzern,1103,5882,48378.5044029562,45400,0.340047893961456,0.312428407789233
Cottens (VD),60,132,64,VD,Vaud,5478,259,55311.9594044594,50619.0476190476,0.369025427344941,0.3125
Hallwil,80,176,47.25,AG,Aargau,4197,504,44220.6887551382,42100,0.30419220428795,0.3125
Schwellbrunn,181,398,52,AR,Appenzell Ausserrhoden,3004,829,40093.3672958132,37076.9230769231,0.35187926728696,0.312607944732297
Gretzenbach,307,675,58.3,SO,Solothurn,2576,1541,46169.902929972,43200,0.395024152104154,0.312627291242363
Hindelbank,248,545,46.93,BE,Bern / Berne,409,1466,45582.9845095036,43300,0.352645856257927,0.312736443883985
Alberswil,61,134,48.66,LU,Luzern,1121,372,39941.8086079146,38700,0.304122313159789,0.312820512820513
Oberbuchsiten,219,481,53.6,SO,Solothurn,2406,1294,44631.2523598697,43422.2222222222,0.358047005473541,0.312857142857143
Lussery-Villars,46,101,55.85,VD,Vaud,5487,251,49271.3198715033,47190.4761904762,0.357194077501871,0.312925170068027
Münsterlingen,258,566,52,TG,Thurgau,4691,1805,52286.382329784,44200,0.411359711053283,0.313106796116505
Wilen (TG),259,568,55.4,TG,Thurgau,4786,1295,48446.2777570672,45200,0.349118258798142,0.313180169286578
Rorschacherberg,728,1596,54.52,SG,St. Gallen,3216,4334,46862.0859359889,41733.3333333333,0.386703192570627,0.313253012048193
Lauterbrunnen,245,537,47.62,BE,Bern / Berne,584,2094,28688.9225589249,24716.6666666667,0.499707560361822,0.313299232736573
Thayngen,730,1600,72.9,SH,Schaffhausen,2920,3085,45655.5343354126,43600,0.334971952815934,0.313304721030043
Giswil,439,962,55.7,OW,Obwalden,1403,2137,42340.8682480392,38500,0.364466912208113,0.313347608850821
Arni (BE),106,232,43.65,BE,Bern / Berne,602,575,38088.0047298663,37500,0.338866245814314,0.313609467455621
Goumoëns,122,267,62.97,VD,Vaud,5541,524,51815.7242640921,47927.7777777778,0.395200980043834,0.313624678663239
Val-de-Charmey,293,641,59.3,FR,Fribourg / Freiburg,2163,1609,40985.7411497127,36523.8095238095,0.434688906212408,0.313704496788009
Hubersdorf,102,223,57.4,SO,Solothurn,2548,424,47662.2623765514,46150,0.360887912018418,0.313846153846154
Choulex,129,282,64.6,GE,Genève,6614,624,86285.6493831211,59400,0.56555749521633,0.313868613138686
Corcelles-près-Concise,43,94,61.14,VD,Vaud,5555,205,43484.7220667888,41000,0.42186128222405,0.313868613138686
Zillis-Reischen,43,94,49.64,GR,Graubünden / Grigioni / Grisch,3712,236,38785.0302531001,36595.2380952381,0.348057687765127,0.313868613138686
Vuadens,232,507,52.4,FR,Fribourg / Freiburg,2160,1273,43859.1299334447,42666.6666666667,0.357525496657386,0.313937753721245
Gurtnellen,54,118,40,UR,Uri,1209,339,36184.5734212253,33300,0.310822296569593,0.313953488372093
Frauenfeld,2479,5417,51.7,TG,Thurgau,4566,15064,50565.5741394345,44940.9722222222,0.377877164593314,0.313956433637285
Staldenried,87,190,61.69,VS,Valais / Wallis,6294,385,35002.2384834603,34300,0.387184843026457,0.314079422382672
Hedingen,484,1057,64.1,ZH,Zürich,5,2068,58153.73567868,49615.0793650794,0.413124437685386,0.314081765087605
Laufenburg,301,657,51.6,AG,Aargau,4170,1865,46318.5479551491,43000,0.353509540572095,0.31419624217119
Arbaz,143,312,57.52,VS,Valais / Wallis,6261,928,37231.5349484708,30316.6666666667,0.532626139407626,0.314285714285714
Unterschächen,77,168,46.1,UR,Uri,1219,388,35877.0017401461,34300,0.308407674285865,0.314285714285714
Strengelbach,432,942,48.43,AG,Aargau,4285,2672,44013.5059572454,43000,0.311307380506638,0.314410480349345
Hornussen,95,207,49.43,AG,Aargau,4167,554,42991.8466761878,41483.3333333333,0.319157060518627,0.314569536423841
Chêne-Bougeries,1052,2292,58.9,GE,Genève,6612,6294,78294.2893357231,46569.2307692308,0.611501534960605,0.314593301435407
Ursins,28,61,61.29,VD,Vaud,5932,122,50625.5490752417,43562.5,0.43577160455561,0.314606741573034
Bösingen,437,952,55.61,FR,Fribourg / Freiburg,2295,2021,46367.704327713,44400,0.347508759520763,0.314614830813535
Schwadernau,79,172,51.01,BE,Bern / Berne,748,389,43481.1733119354,39900,0.392181174486244,0.314741035856574
Ramlinsburg,96,209,59.3,BL,Basel-Landschaft,2832,415,57838.4263756394,51800,0.403080639217912,0.314754098360656
Vordemwald,226,492,51.71,AG,Aargau,4287,1115,45405.2513741426,42400,0.321165287265947,0.314763231197772
Bellach,538,1171,52.9,SO,Solothurn,2542,3280,43635.4601110969,41577.7777777778,0.370713785055187,0.31480397893505
Oberengstringen,641,1394,53.24,ZH,Zürich,245,3963,53524.4275479992,45900,0.404581427975343,0.314987714987715
Hergiswil bei Willisau,213,463,50.63,LU,Luzern,1132,1007,35701.0682843563,33800,0.316920288002055,0.31508875739645
Thürnen,144,313,49.5,BL,Basel-Landschaft,2864,813,47015.9220164602,44300,0.334493490820495,0.315098468271335
Chevroux,52,113,56.31,VD,Vaud,5813,246,41714.9342405681,37555.9210526316,0.388879171717754,0.315151515151515
Erlenbach im Simmental,208,452,50.91,BE,Bern / Berne,763,1118,35044.7366156886,34054.1666666667,0.380945707947,0.315151515151515
Troistorrents,562,1221,61.44,VS,Valais / Wallis,6156,3240,35808.5797931282,33600,0.484488906279074,0.315199102636007
Dättlikon,116,252,68.51,ZH,Zürich,215,409,58263.9126024678,52600,0.382404465159918,0.315217391304348
St. Niklaus,215,467,40.37,VS,Valais / Wallis,6292,1543,32310.4814714026,33333.3333333333,0.410222540609402,0.31524926686217
Saint-Aubin (FR),176,382,57.87,FR,Fribourg / Freiburg,2041,894,45824.1584246449,44226.9230769231,0.368159986758568,0.315412186379928
Bettmeralp,47,102,43.45,VS,Valais / Wallis,6205,552,23947.8900862959,9816.66666666667,0.569161473736504,0.315436241610738
Bürglen (TG),333,722,49.9,TG,Thurgau,4911,2111,42587.4525313782,39700,0.339623098869711,0.31563981042654
Mettauertal,221,479,50.04,AG,Aargau,4184,1135,46899.6855656773,45000,0.319584756335119,0.315714285714286
Homberg,60,130,50.26,BE,Bern / Berne,931,277,36271.4410577108,33708.3333333333,0.375312329783646,0.315789473684211
Mumpf,102,221,40.55,AG,Aargau,4255,774,47739.5530311874,45023.8095238095,0.318040738803649,0.315789473684211
Safenwil,349,756,45.58,AG,Aargau,4283,2112,45385.1190857804,43300,0.305884614571563,0.315837104072398
Meltingen,91,197,58.6,SO,Solothurn,2620,391,41254.2106510894,39800,0.376270616748675,0.315972222222222
Regensdorf,1425,3084,48.81,ZH,Zürich,96,9998,49818.0960879911,44800,0.384199381165749,0.316034597471723
Salvenach,67,145,55.78,FR,Fribourg / Freiburg,2277,331,44880.8862886876,42466.6666666667,0.342039171033966,0.316037735849057
Urnäsch,256,554,50.6,AR,Appenzell Ausserrhoden,3006,1301,38092.6473055984,35500,0.33668485943084,0.316049382716049
Bürglen (UR),448,969,48.3,UR,Uri,1205,2239,42151.134591488,40000,0.341855202662918,0.316160903316867
Truttikon,74,160,72.34,ZH,Zürich,41,254,45461.1065802166,40200,0.362753948146768,0.316239316239316
Vaumarcus,37,80,66,NE,Neuchâtel,6415,162,53537.9518458222,47000,0.466874321101725,0.316239316239316
Gunzgen,210,454,56.2,SO,Solothurn,2578,1039,45998.4823990434,45000,0.318786904868768,0.316265060240964
Veytaux,82,177,51.87,VD,Vaud,5891,622,48061.7400331565,38300,0.494974207887043,0.316602316602317
Bubikon,904,1951,59.12,ZH,Zürich,112,3995,53471.5577761549,48615.3846153846,0.374368715541681,0.316637478108581
Büsserach,266,574,55.8,SO,Solothurn,2614,1306,46987.8208238444,43250,0.395375426794346,0.316666666666667
Mauensee,152,328,54.68,LU,Luzern,1091,746,48379.83193423,44083.3333333333,0.374488058199116,0.316666666666667
Ferpicloz,32,69,52.06,FR,Fribourg / Freiburg,2194,148,155631.612383422,45680.9523809524,0.80961204765441,0.316831683168317
Vex,226,487,63.99,VS,Valais / Wallis,6089,1966,24362.0977918352,7900,0.608356650574488,0.316970546984572
Diessenhofen,331,713,52.2,TG,Thurgau,4545,2044,46772.1417487256,42690.4761904762,0.351336524695784,0.317049808429119
Waltenschwil,303,652,54.59,AG,Aargau,4240,1527,49108.5122969252,46055.5555555556,0.348913455255994,0.317277486910995
Fresens,33,71,65,NE,Neuchâtel,6409,125,41165.1094638305,34700,0.4438528671675,0.317307692307692
Titterten,60,129,58.1,BL,Basel-Landschaft,2894,246,43256.2654900053,41811.1111111111,0.361276166081816,0.317460317460317
Oensingen,554,1191,49.6,SO,Solothurn,2407,3730,46933.618880525,44300,0.365244828150118,0.317478510028653
